CaseID,ActivityName,StartTime,CompleteTime,REG_DATE,AmountReq,ResourceID,ActivityID,Duration
174084,O_CREATED,2011-10-03 14:31:17.345,2011-10-03 14:31:17.345,2011/10/03 13:26:26.927,8400,R10809,O2,0.0
174084,O_SENT,2011-10-03 14:31:17.493,2011-10-03 14:31:17.493,2011/10/03 13:26:26.927,8400,R10809,O5,0.0
174084,O_SENT,2011-10-03 14:31:17.493,2011-10-03 14:31:17.493,2011/10/03 13:26:26.927,8400,R10809,O5,0.0
174084,O_SENT_BACK,2011-10-03 14:34:06.868,2011-10-03 14:34:06.868,2011/10/03 13:26:26.927,8400,R10809,O6,0.0
174084,O_SENT_BACK,2011-10-03 14:34:06.868,2011-10-03 14:34:06.868,2011/10/03 13:26:26.927,8400,R10809,O6,0.0
174105,O_SELECTED,2011-10-03 14:38:13.754,2011-10-03 14:38:13.754,2011/10/03 14:24:26.607,5000,R10629,O4,0.0
174105,O_CREATED,2011-10-03 14:38:14.802,2011-10-03 14:38:14.802,2011/10/03 14:24:26.607,5000,R10629,O2,0.0
174105,O_SENT,2011-10-03 14:38:14.839,2011-10-03 14:38:14.839,2011/10/03 14:24:26.607,5000,R10629,O5,0.0
174105,O_SENT,2011-10-03 14:38:14.839,2011-10-03 14:38:14.839,2011/10/03 14:24:26.607,5000,R10629,O5,0.0
174105,O_SENT_BACK,2011-10-03 14:39:18.623,2011-10-03 14:39:18.623,2011/10/03 14:24:26.607,5000,R10629,O6,0.0
174105,O_SENT_BACK,2011-10-03 14:39:18.623,2011-10-03 14:39:18.623,2011/10/03 14:24:26.607,5000,R10629,O6,0.0
174105,O_ACCEPTED,2011-10-03 14:46:47.624,2011-10-03 14:46:47.624,2011/10/03 14:24:26.607,5000,R10629,O0,0.0
174060,O_CANCELLED,2011-10-03 14:48:36.823,2011-10-03 14:48:36.823,2011/10/03 12:55:00.597,6000,R11202,O1,0.0
174060,O_SELECTED,2011-10-03 14:48:36.823,2011-10-03 14:48:36.823,2011/10/03 12:55:00.597,6000,R11202,O4,0.0
174060,O_CREATED,2011-10-03 14:48:37.827,2011-10-03 14:48:37.827,2011/10/03 12:55:00.597,6000,R11202,O2,0.0
174060,O_SENT,2011-10-03 14:48:37.876,2011-10-03 14:48:37.876,2011/10/03 12:55:00.597,6000,R11202,O5,0.0
174060,O_SENT,2011-10-03 14:48:37.876,2011-10-03 14:48:37.876,2011/10/03 12:55:00.597,6000,R11202,O5,0.0
174060,O_CANCELLED,2011-10-03 14:52:32.242,2011-10-03 14:52:32.242,2011/10/03 12:55:00.597,6000,R11202,O1,0.0
174060,O_SELECTED,2011-10-03 14:52:32.243,2011-10-03 14:52:32.243,2011/10/03 12:55:00.597,6000,R11202,O4,0.0
174060,O_CREATED,2011-10-03 14:52:33.137,2011-10-03 14:52:33.137,2011/10/03 12:55:00.597,6000,R11202,O2,0.0
